MUNICODE;MUNINAME;IDHM
3509205;Cajamar;0.728
2102408;Cajapió;0.553
2102507;Cajari;0.523
3509254;Cajati;0.694
2503704;Cajazeiras;0.679
2202075;Cajazeiras do Piauí;0.562
2503753;Cajazeirinhas;0.55
3509304;Cajobi;0.734
2701308;Cajueiro;0.562
2202083;Cajueiro da Praia;0.546
3110202;Cajuri;0.617
3509403;Cajuru;0.713
2603306;Calçado;0.566
1600204;Calçoene;0.643
3110301;Caldas;0.687
2503803;Caldas Brandão;0.568
5204508;Caldas Novas;0.733
5204557;Caldazinha;0.685
2905503;Caldeirão Grande;0.573
2202091;Caldeirão Grande do Piauí;0.588
4103503;Califórnia;0.722
4203154;Calmon;0.622
2603405;Calumbi;0.571
2905602;Camacan;0.581
2905701;Camaçari;0.694
3110400;Camacho;0.69
2503902;Camalaú;0.567
2905800;Camamu;0.565
3110509;Camanducaia;0.689
5002605;Camapuã;0.703
4303509;Camaquã;0.697
2603454;Camaragibe;0.692
4303558;Camargo;0.736
4103602;Cambará;0.721
4303608;Cambará do Sul;0.697
4103701;Cambé;0.734
4103800;Cambira;0.725
4203204;Camboriú;0.726
3300902;Cambuci;0.691
3110608;Cambuí;0.751
3110707;Cambuquira;0.699
1502103;Cametá;0.577
2302602;Camocim;0.62
2603504;Camocim de São Félix;0.588
3110806;Campanário;0.616
3110905;Campanha;0.709
2701357;Campestre;0.559
3111002;Campestre;0.698
4303673;Campestre da Serra;0.706
5204607;Campestre de Goiás;0.653
2102556;Campestre do Maranhão;0.652
5204656;Campinaçu;0.631
4103909;Campina da Lagoa;0.704
4303707;Campina das Missões;0.738
3509452;Campina do Monte Alegre;0.717
4103958;Campina do Simão;0.63
2504009;Campina Grande;0.72
4104006;Campina Grande do Sul;0.718
5102603;Campinápolis;0.538
3509502;Campinas;0.805
2202109;Campinas do Piauí;0.544
4303806;Campinas do Sul;0.76
3111101;Campina Verde;0.704
5204706;Campinorte;0.688
2701407;Campo Alegre;0.57
4203303;Campo Alegre;0.714
5204805;Campo Alegre de Goiás;0.694
2905909;Campo Alegre de Lourdes;0.557
2202117;Campo Alegre do Fidalgo;0.537
3111150;Campo Azul;0.621
3111200;Campo Belo;0.711
4203402;Campo Belo do Sul;0.641
4303905;Campo Bom;0.745
4104055;Campo Bonito;0.681
2801009;Campo do Brito;0.621
3111309;Campo do Meio;0.683
4104105;Campo do Tenente;0.686
4203501;Campo Erê;0.69
3111408;Campo Florido;0.706
2906006;Campo Formoso;0.586
2701506;Campo Grande;0.524
5002704;Campo Grande;0.784
2202133;Campo Grande do Piauí;0.56
4104204;Campo Largo;0.745
2202174;Campo Largo do Piauí;0.528
5204854;Campo Limpo de Goiás;0.661
3509601;Campo Limpo Paulista;0.769
4104253;Campo Magro;0.701
2202208;Campo Maior;0.656
4104303;Campo Mourão;0.757
4304002;Campo Novo;0.703
1100700;Campo Novo de Rondônia;0.593
5102637;Campo Novo do Parecis;0.734
2402105;Campo Redondo;0.626
3111507;Campos Altos;0.702
5204904;Campos Belos;0.692
4304101;Campos Borges;0.708
5102686;Campos de Júlio;0.744
3509700;Campos do Jordão;0.749
3301009;Campos dos Goytacazes;0.716
3111606;Campos Gerais;0.682
1703842;Campos Lindos;0.544
4203600;Campos Novos;0.742
3509809;Campos Novos Paulista;0.706
2302701;Campos Sales;0.63
5204953;Campos Verdes;0.654
5102678;Campo Verde;0.75
2603603;Camutanga;0.606
3111705;Canaã;0.649
1502152;Canaã dos Carajás;0.673
5102694;Canabrava do Norte;0.667
3509908;Cananéia;0.72
2701605;Canapi;0.506
2906105;Canápolis;0.565
3111804;Canápolis;0.722
2906204;Canarana;0.587
5102702;Canarana;0.693
3509957;Canas;0.704
3111903;Cana Verde;0.65
2202251;Canavieira;0.583
2906303;Canavieiras;0.59
2906402;Candeal;0.587
2906501;Candeias;0.691
3112000;Candeias;0.678
1100809;Candeias do Jamari;0.649
4304200;Candelária;0.674
2906600;Candiba;0.591
4104402;Cândido de Abreu;0.629
4304309;Cândido Godói;0.728
2102606;Cândido Mendes;0.561
3510005;Cândido Mota;0.747
3510104;Cândido Rodrigues;0.789
2906709;Cândido Sales;0.601
4304358;Candiota;0.698
4104428;Candói;0.635
4304408;Canela;0.748
4203709;Canelinha;0.697
2402204;Canguaretama;0.579
4304507;Canguçu;0.65
2801108;Canhoba;0.569
2603702;Canhotinho;0.541
2302800;Canindé;0.612
2801207;Canindé de São Francisco;0.567
3510153;Canitar;0.68
4304606;Canoas;0.75
4203808;Canoinhas;0.757
2906808;Cansanção;0.557
1400175;Cantá;0.619
3112059;Cantagalo;0.631
3301108;Cantagalo;0.709
4104451;Cantagalo;0.635
2102705;Cantanhede;0.565
2202307;Canto do Buriti;0.576
2906824;Canudos;0.562
4304614;Canudos do Vale;0.713
1300904;Canutama;0.53
1502202;Capanema;0.655
4104501;Capanema;0.706
4203253;Capão Alto;0.654
3510203;Capão Bonito;0.721
4304622;Capão Bonito do Sul;0.637
4304630;Capão da Canoa;0.743
4304655;Capão do Cipó;0.672
4304663;Capão do Leão;0.637
3112109;Caparaó;0.624
2701704;Capela;0.573
2801306;Capela;0.615
4304689;Capela de Santana;0.661
3510302;Capela do Alto;0.699
2906857;Capela do Alto Alegre;0.599
3112208;Capela Nova;0.648
3112307;Capelinha;0.653
3112406;Capetinga;0.675
2504033;Capim;0.533
3112505;Capim Branco;0.695
2906873;Capim Grosso;0.621
3112604;Capinópolis;0.723
4203907;Capinzal;0.752
2102754;Capinzal do Norte;0.537
2302909;Capistrano;0.611
4304697;Capitão;0.746
3112653;Capitão Andrade;0.624
2202406;Capitão de Campos;0.583
3112703;Capitão Enéas;0.639
2202455;Capitão Gervásio Oliveira;0.553
4104600;Capitão Leônidas Marques;0.716
1502301;Capitão Poço;0.548
3112802;Capitólio;0.71
3510401;Capivari;0.75
4203956;Capivari de Baixo;0.767
4304671;Capivari do Sul;0.766
1200179;Capixaba;0.575
2603801;Capoeiras;0.549
3112901;Caputira;0.615
4304713;Caraá;0.652
1400209;Caracaraí;0.624
2202505;Caracol;0.552
5002803;Caracol;0.647
3510500;Caraguatatuba;0.759
3113008;Caraí;0.558
2906899;Caraíbas;0.555
4104659;Carambeí;0.728
3113107;Caranaíba;0.634
3113206;Carandaí;0.697
3113305;Carangola;0.695
3300936;Carapebus;0.713
3510609;Carapicuíba;0.749
3113404;Caratinga;0.706
1301001;Carauari;0.549
2402303;Caraúbas;0.638
2504074;Caraúbas;0.585
2202539;Caraúbas do Piauí;0.505
2906907;Caravelas;0.616
4304705;Carazinho;0.766
3113503;Carbonita;0.638
2907004;Cardeal da Silva;0.552
3510708;Cardoso;0.722
3301157;Cardoso Moreira;0.648
3113602;Careaçu;0.683
1301100;Careiro;0.557
1301159;Careiro da Várzea;0.568
3201308;Cariacica;0.718
2303006;Caridade;0.592
2202554;Caridade do Piauí;0.541
2907103;Carinhanha;0.576
2801405;Carira;0.588
2303105;Cariré;0.596
2303204;Caririaçu;0.578
1703867;Cariri do Tocantins;0.662
2303303;Cariús;0.597
5102793;Carlinda;0.665
4104709;Carlópolis;0.713
4304804;Carlos Barbosa;0.796
3113701;Carlos Chagas;0.648
4304853;Carlos Gomes;0.739
3113800;Carmésia;0.65
3301207;Carmo;0.696
3113909;Carmo da Cachoeira;0.655
3114006;Carmo da Mata;0.689
3114105;Carmo de Minas;0.682
3114204;Carmo do Cajuru;0.71
3114303;Carmo do Paranaíba;0.705
3114402;Carmo do Rio Claro;0.733
5205000;Carmo do Rio Verde;0.713
1703883;Carmolândia;0.64
2801504;Carmópolis;0.643
3114501;Carmópolis de Minas;0.7
2603900;Carnaíba;0.583
2402402;Carnaúba dos Dantas;0.659
2402501;Carnaubais;0.589
2303402;Carnaubal;0.593
2603926;Carnaubeira da Penha;0.573
3114550;Carneirinho;0.741
2701803;Carneiros;0.526
1400233;Caroebe;0.639
2102804;Carolina;0.634
2604007;Carpina;0.68
3114600;Carrancas;0.725
2504108;Carrapateira;0.603
1703891;Carrasco Bonito;0.594
2604106;Caruaru;0.677
2102903;Carutapera;0.574
3114709;Carvalhópolis;0.724
3114808;Carvalhos;0.646
3510807;Casa Branca;0.73
3114907;Casa Grande;0.652
2907202;Casa Nova;0.57
4304903;Casca;0.785
3115003;Cascalho Rico;0.721
2303501;Cascavel;0.646
4104808;Cascavel;0.782
1703909;Caseara;0.658
4304952;Caseiros;0.703
3301306;Casimiro de Abreu;0.726
2604155;Casinhas;0.567
2504157;Casserengue;0.514
3115102;Cássia;0.704
3510906;Cássia dos Coqueiros;0.734
5002902;Cassilândia;0.727
1502400;Castanhal;0.673
5102850;Castanheira;0.665
1100908;Castanheiras;0.658
5205059;Castelândia;0.701
3201407;Castelo;0.726
2202604;Castelo do Piauí;0.587
3511003;Castilho;0.731
4104907;Castro;0.703
2907301;Castro Alves;0.613
3115300;Cataguases;0.751
5205109;Catalão;0.766
3511102;Catanduva;0.785
4105003;Catanduvas;0.678
4204004;Catanduvas;0.714
2303600;Catarina;0.618
3115359;Catas Altas;0.684
3115409;Catas Altas da Noruega;0.6
2604205;Catende;0.609
3511201;Catiguá;0.751
2504207;Catingueira;0.574
2907400;Catolândia;0.582
2504306;Catolé do Rocha;0.64
2907509;Catu;0.677
4305009;Catuípe;0.739
3115458;Catuji;0.54
2303659;Catunda;0.609
5205208;Caturaí;0.664
2907558;Caturama;0.571
2504355;Caturité;0.623
3115474;Catuti;0.621
2303709;Caucaia;0.682
5205307;Cavalcante;0.584
3115508;Caxambu;0.743
4204103;Caxambu do Sul;0.691
2103000;Caxias;0.624
4305108;Caxias do Sul;0.782
2202653;Caxingó;0.488
2402600;Ceará-Mirim;0.616
2103109;Cedral;0.605
3511300;Cedral;0.766
2303808;Cedro;0.627
2604304;Cedro;0.615
2801603;Cedro de São João;0.623
3115607;Cedro do Abaeté;0.678
4204152;Celso Ramos;0.719
1704105;Centenário;0.569
4305116;Centenário;0.701
4105102;Centenário do Sul;0.668
2907608;Central;0.596
3115706;Central de Minas;0.665
2103125;Central do Maranhão;0.585
3115805;Centralina;0.678
2103158;Centro do Guilherme;0.542
2103174;Centro Novo do Maranhão;0.518
1100056;Cerejeiras;0.692
5205406;Ceres;0.775
3511409;Cerqueira César;0.729
3511508;Cerquilho;0.782
4305124;Cerrito;0.649
4105201;Cerro Azul;0.573
4305132;Cerro Branco;0.661
2402709;Cerro Corá;0.607
4305157;Cerro Grande;0.674
4305173;Cerro Grande do Sul;0.66
4305207;Cerro Largo;0.764
4204178;Cerro Negro;0.621
3511607;Cesário Lange;0.706
4105300;Céu Azul;0.732
5205455;Cezarina;0.711
3115904;Chácara;0.664
2604403;Chã de Alegria;0.604
2604502;Chã Grande;0.599
3116001;Chalé;0.655
4305306;Chapada;0.757
1705102;Chapada da Natividade;0.62
1704600;Chapada de Areia;0.619
3116100;Chapada do Norte;0.598
5103007;Chapada dos Guimarães;0.688
3116159;Chapada Gaúcha;0.635
5205471;Chapadão do Céu;0.742
4204194;Chapadão do Lageado;0.704
5002951;Chapadão do Sul;0.754
2103208;Chapadinha;0.604
4204202;Chapecó;0.79
2701902;Chã Preta;0.575
3511706;Charqueada;0.736
4305355;Charqueadas;0.747
4305371;Charrua;0.62
2303907;Chaval;0.586
3557204;Chavantes;0.729
1502509;Chaves;0.453
3116209;Chiador;0.711
4305405;Chiapetta;0.732
4105409;Chopinzinho;0.74
2303931;Choró;0.585
2303956;Chorozinho;0.604
2907707;Chorrochó;0.6
4305439;Chuí;0.706
1100924;Chupinguaia;0.652
4305447;Chuvisca;0.616
4105508;Cianorte;0.755
2907806;Cícero Dantas;0.585
4105607;Cidade Gaúcha;0.718
5205497;Cidade Ocidental;0.717
2103257;Cidelândia;0.6
4305454;Cidreira;0.729
2907905;Cipó;0.601
3116308;Cipotânea;0.579
4305504;Ciríaco;0.719
3116407;Claraval;0.698
3116506;Claro dos Poções;0.67
5103056;Cláudia;0.699
3116605;Cláudio;0.709
3511904;Clementina;0.725
4105706;Clevelândia;0.694
2908002;Coaraci;0.613
1301209;Coari;0.586
2202703;Cocal;0.497
2202711;Cocal de Telha;0.555
2202729;Cocal dos Alves;0.498
4204251;Cocal do Sul;0.78
5103106;Cocalinho;0.66
5205513;Cocalzinho de Goiás;0.657
2908101;Cocos;0.596
1301308;Codajás;0.563
2103307;Codó;0.595
2103406;Coelho Neto;0.564
3116704;Coimbra;0.669
2702009;Coité do Nóia;0.533
2202737;Coivaras;0.565
1502608;Colares;0.602
3201506;Colatina;0.746
5103205;Colíder;0.713
3512001;Colina;0.757
2103505;Colinas;0.596
4305587;Colinas;0.765
5205521;Colinas do Sul;0.658
1705508;Colinas do Tocantins;0.701
1716703;Colméia;0.671
5103254;Colniza;0.611
3512100;Colômbia;0.71
4105805;Colombo;0.733
2202752;Colônia do Gurguéia;0.628
2202778;Colônia do Piauí;0.588
2702108;Colônia Leopoldina;0.517
4105904;Colorado;0.73
4305603;Colorado;0.758
1100064;Colorado do Oeste;0.685
3116803;Coluna;0.583
1705557;Combinado;0.697
3116902;Comendador Gomes;0.697
3300951;Comendador Levy Gasparian;0.685
3117009;Comercinho;0.593
5103304;Comodoro;0.689
2504405;Conceição;0.592
3117108;Conceição da Aparecida;0.691
3201605;Conceição da Barra;0.681
3115201;Conceição da Barra de Minas;0.685
2908200;Conceição da Feira;0.634
3117306;Conceição das Alagoas;0.712
3117207;Conceição das Pedras;0.668
3117405;Conceição de Ipanema;0.676
3301405;Conceição de Macabu;0.712
2908309;Conceição do Almeida;0.606
1502707;Conceição do Araguaia;0.64
2202802;Conceição do Canindé;0.589
3201704;Conceição do Castelo;0.67
2908408;Conceição do Coité;0.611
2908507;Conceição do Jacuípe;0.663
2103554;Conceição do Lago-Açu;0.512
3117504;Conceição do Mato Dentro;0.634
3117603;Conceição do Pará;0.7
3117702;Conceição do Rio Verde;0.665
3117801;Conceição dos Ouros;0.703
1705607;Conceição do Tocantins;0.592
3512209;Conchal;0.708
3512308;Conchas;0.736
4204301;Concórdia;0.8
1502756;Concórdia do Pará;0.566
2504504;Condado;0.594
2604601;Condado;0.602
2504603;Conde;0.618
2908606;Conde;0.56
2908705;Condeúba;0.582
4305702;Condor;0.747
3117836;Cônego Marinho;0.621
3117876;Confins;0.747
5103353;Confresa;0.668
2504702;Congo;0.581
3117900;Congonhal;0.712
3118007;Congonhas;0.753
3118106;Congonhas do Norte;0.568
4106001;Congonhinhas;0.668
3118205;Conquista;0.729
5103361;Conquista D'Oeste;0.718
3118304;Conselheiro Lafaiete;0.761
4106100;Conselheiro Mairinck;0.707
3118403;Conselheiro Pena;0.662
3118502;Consolação;0.673
4305801;Constantina;0.754
3118601;Contagem;0.756
4106209;Contenda;0.681
2908804;Contendas do Sincorá;0.577
3118700;Coqueiral;0.694
4305835;Coqueiro Baixo;0.692
4305850;Coqueiros do Sul;0.746
2702207;Coqueiro Seco;0.586
3118809;Coração de Jesus;0.642
2908903;Coração de Maria;0.592
4106308;Corbélia;0.738
3301504;Cordeiro;0.729
3512407;Cordeirópolis;0.758
2909000;Cordeiros;0.579
4204350;Cordilheira Alta;0.747
3118908;Cordisburgo;0.656
3119005;Cordislândia;0.66
2304004;Coreaú;0.61
2504801;Coremas;0.592
5003108;Corguinho;0.671
2909109;Coribe;0.6
3119104;Corinto;0.68
4106407;Cornélio Procópio;0.759
3119203;Coroaci;0.626
3512506;Coroados;0.719
2103604;Coroatá;0.576
3119302;Coromandel;0.708
4305871;Coronel Barros;0.744
4305900;Coronel Bicaco;0.665
4106456;Coronel Domingos Soares;0.6
2402808;Coronel Ezequiel;0.587
3119401;Coronel Fabriciano;0.755
4204400;Coronel Freitas;0.744
2402907;Coronel João Pessoa;0.578
2909208;Coronel João Sá;0.535
2202851;Coronel José Dias;0.546
3512605;Coronel Macedo;0.69
4204459;Coronel Martins;0.696
3119500;Coronel Murta;0.627
3119609;Coronel Pacheco;0.669
4305934;Coronel Pilar;0.727
5003157;Coronel Sapucaia;0.589
4106506;Coronel Vivida;0.723
3119708;Coronel Xavier Chaves;0.677
3119807;Córrego Danta;0.692
3119906;Córrego do Bom Jesus;0.692
5205703;Córrego do Ouro;0.686
3119955;Córrego Fundo;0.678
3120003;Córrego Novo;0.632
4204558;Correia Pinto;0.702
2202901;Corrente;0.642
2604700;Correntes;0.536
2909307;Correntina;0.603
2604809;Cortês;0.568
5003207;Corumbá;0.7
5205802;Corumbá de Goiás;0.68
5205901;Corumbaíba;0.698
3512704;Corumbataí;0.754
4106555;Corumbataí do Sul;0.638
1100072;Corumbiara;0.613
4204509;Corupá;0.78
2702306;Coruripe;0.626
3512803;Cosmópolis;0.769
3512902;Cosmorama;0.722
1100080;Costa Marques;0.611
5003256;Costa Rica;0.706
2909406;Cotegipe;0.59
3513009;Cotia;0.78
4305959;Cotiporã;0.741
5103379;Cotriguaçu;0.601
3120102;Couto de Magalhães de Minas;0.659
1706001;Couto Magalhães;0.605
4305975;Coxilha;0.706
5003306;Coxim;0.703
2504850;Coxixola;0.641
2702355;Craíbas;0.525
2304103;Crateús;0.644
2304202;Crato;0.713
3513108;Cravinhos;0.756
2909505;Cravolândia;0.599
4204608;Criciúma;0.788
3120151;Crisólita;0.585
2909604;Crisópolis;0.543
4306007;Crissiumal;0.712
3120201;Cristais;0.692
3513207;Cristais Paulista;0.734
4306056;Cristal;0.644
1706100;Cristalândia;0.673
2203008;Cristalândia do Piauí;0.573
4306072;Cristal do Sul;0.66
3120300;Cristália;0.583
5206206;Cristalina;0.699
3120409;Cristiano Otoni;0.695
5206305;Cristianópolis;0.688
3120508;Cristina;0.668
2801702;Cristinápolis;0.553
2203107;Cristino Castro;0.566
2909703;Cristópolis;0.614
5206404;Crixás;0.708
1706258;Crixás do Tocantins;0.644
2304236;Croatá;0.59
5206503;Cromínia;0.706
3120607;Crucilândia;0.651
2304251;Cruz;0.632
3513306;Cruzália;0.774
4306106;Cruz Alta;0.75
4306130;Cruzaltense;0.719
2909802;Cruz das Almas;0.699
2504900;Cruz do Espírito Santo;0.552
3513405;Cruzeiro;0.788
3120706;Cruzeiro da Fortaleza;0.696
4106571;Cruzeiro do Iguaçu;0.709
4106605;Cruzeiro do Oeste;0.717
1200203;Cruzeiro do Sul;0.664
4106704;Cruzeiro do Sul;0.713
4306205;Cruzeiro do Sul;0.723
2403004;Cruzeta;0.654
3120805;Cruzília;0.695
4106803;Cruz Machado;0.664
4106852;Cruzmaltina;0.666
3513504;Cubatão;0.737
2505006;Cubati;0.566
5103403;Cuiabá;0.785
2505105;Cuité;0.591
2505238;Cuité de Mamanguape;0.524
2505204;Cuitegi;0.57
1100940;Cujubim;0.612
5206602;Cumari;0.737
2604908;Cumaru;0.572
1502764;Cumaru do Norte;0.55
2801900;Cumbe;0.604
3513603;Cunha;0.684
4204707;Cunha Porã;0.742
4204756;Cunhataí;0.754
3120839;Cuparaque;0.627
2605004;Cupira;0.592
2909901;Curaçá;0.581
2203206;Curimatá;0.607
1502772;Curionópolis;0.636
4106902;Curitiba;0.823
4204806;Curitibanos;0.721
4107009;Curiúva;0.656
2203230;Currais;0.542
2403103;Currais Novos;0.691
2505279;Curral de Cima;0.529
3120870;Curral de Dentro;0.585
1502806;Curralinho;0.502
2203255;Curralinhos;0.555
2203271;Curral Novo do Piauí;0.527
2505303;Curral Velho;0.606
1502855;Curuá;0.578
1502905;Curuçá;0.582
2103703;Cururupu;0.612
5103437;Curvelândia;0.69
3120904;Curvelo;0.713
2605103;Custódia;0.594
1600212;Cutias;0.628
5206701;Damianópolis;0.654
2505352;Damião;0.521
5206800;Damolândia;0.697
1706506;Darcinópolis;0.581
2910008;Dário Meira;0.54
3121001;Datas;0.616
4306304;David Canabarro;0.762
2103752;Davinópolis;0.607
5206909;Davinópolis;0.716
3121100;Delfim Moreira;0.669
3121209;Delfinópolis;0.74
2702405;Delmiro Gouveia;0.612
3121258;Delta;0.639
2203305;Demerval Lobão;0.618
5103452;Denise;0.683
5003454;Deodápolis;0.694
2304269;Deputado Irapuan Pinheiro;0.609
4306320;Derrubadas;0.707
3513702;Descalvado;0.76
4204905;Descanso;0.743
3121308;Descoberto;0.68
2505402;Desterro;0.58
3121407;Desterro de Entre Rios;0.639
3121506;Desterro do Melo;0.631
4306353;Dezesseis de Novembro;0.654
3513801;Diadema;0.757
2505600;Diamante;0.593
4107157;Diamante D'Oeste;0.644
4107108;Diamante do Norte;0.723
4107124;Diamante do Sul;0.608
3121605;Diamantina;0.716
5103502;Diamantino;0.718
1707009;Dianópolis;0.701
2910057;Dias D'Ávila;0.676
4306379;Dilermando de Aguiar;0.648
3121704;Diogo de Vasconcelos;0.601
3121803;Dionísio;0.702
4205001;Dionísio Cerqueira;0.706
5207105;Diorama;0.729
3513850;Dirce Reis;0.741
2203354;Dirceu Arcoverde;0.561
2802007;Divina Pastora;0.61
3121902;Divinésia;0.657
3122009;Divino;0.605
3122108;Divino das Laranjeiras;0.661
3201803;Divino de São Lourenço;0.632
3513900;Divinolândia;0.734
3122207;Divinolândia de Minas;0.623
3122306;Divinópolis;0.764
5208301;Divinópolis de Goiás;0.653
1707108;Divinópolis do Tocantins;0.683
3122355;Divisa Alegre;0.608
3122405;Divisa Nova;0.67
3122454;Divisópolis;0.609
3514007;Dobrada;0.718
3514106;Dois Córregos;0.725
4306403;Dois Irmãos;0.743
4306429;Dois Irmãos das Missões;0.67
5003488;Dois Irmãos do Buriti;0.639
1707207;Dois Irmãos do Tocantins;0.583
4306452;Dois Lajeados;0.757
2702504;Dois Riachos;0.532
4107207;Dois Vizinhos;0.767
3514205;Dolcinópolis;0.742
5103601;Dom Aquino;0.69
2910107;Dom Basílio;0.591
3122470;Dom Bosco;0.673
3122504;Dom Cavati;0.688
1502939;Dom Eliseu;0.615
2203404;Dom Expedito Lopes;0.601
4306502;Dom Feliciano;0.587
3201902;Domingos Martins;0.669
2203420;Domingos Mourão;0.55
2203453;Dom Inocêncio;0.549
3122603;Dom Joaquim;0.622
2910206;Dom Macedo Costa;0.632
4306601;Dom Pedrito;0.708
2103802;Dom Pedro;0.622
4306551;Dom Pedro de Alcântara;0.691
3122702;Dom Silvério;0.709
3122801;Dom Viçoso;0.687
4205100;Dona Emma;0.742
3122900;Dona Eusébia;0.701
4306700;Dona Francisca;0.697
2505709;Dona Inês;0.545
3123007;Dores de Campos;0.686
3123106;Dores de Guanhães;0.636
3123205;Dores do Indaiá;0.719
3202009;Dores do Rio Preto;0.654
3123304;Dores do Turvo;0.629
3123403;Doresópolis;0.692
2605152;Dormentes;0.589
4107256;Douradina;0.724
5003504;Douradina;0.699
3514304;Dourado;0.738
3123502;Douradoquara;0.706
5003702;Dourados;0.747
4107306;Doutor Camargo;0.746
4306734;Doutor Maurício Cardoso;0.706
4205159;Doutor Pedrinho;0.716
4306759;Doutor Ricardo;0.724
2403202;Doutor Severiano;0.621
4128633;Doutor Ulysses;0.546
5207253;Doverlândia;0.668
3514403;Dracena;0.776
3514502;Duartina;0.748
3301603;Duas Barras;0.659
2505808;Duas Estradas;0.603
1707306;Dueré;0.679
3514601;Dumont;0.744
2103901;Duque Bacelar;0.533
3301702;Duque de Caxias;0.711
3123528;Durandé;0.645
3514700;Echaporã;0.745
3202108;Ecoporanga;0.662
5207352;Edealina;0.702
5207402;Edéia;0.739
1301407;Eirunepé;0.563
3514809;Eldorado;0.691
5003751;Eldorado;0.684
1502954;Eldorado dos Carajás;0.56
4306767;Eldorado do Sul;0.717
2203503;Elesbão Veloso;0.58
3514908;Elias Fausto;0.695
2203602;Eliseu Martins;0.595
3514924;Elisiário;0.747
2910305;Elísio Medrado;0.623
3123601;Elói Mendes;0.685
2505907;Emas;0.595
3514957;Embaúba;0.73
3515004;Embu;0.735
3515103;Embu-Guaçu;0.749
3515129;Emilianópolis;0.727
4306809;Encantado;0.767
2403301;Encanto;0.629
2910404;Encruzilhada;0.544
4306908;Encruzilhada do Sul;0.657
4107405;Enéas Marques;0.752
4107504;Engenheiro Beltrão;0.73
3123700;Engenheiro Caldas;0.644
3515152;Engenheiro Coelho;0.732
3123809;Engenheiro Navarro;0.655
3301801;Engenheiro Paulo de Frontin;0.722
4306924;Engenho Velho;0.717
3123858;Entre Folhas;0.634
4306932;Entre-Ijuís;0.68
2910503;Entre Rios;0.615
4205175;Entre Rios;0.657
3123908;Entre Rios de Minas;0.672
4107538;Entre Rios do Oeste;0.761
4306957;Entre Rios do Sul;0.703
1301506;Envira;0.509
1200252;Epitaciolândia;0.653
2403400;Equador;0.623
4306973;Erebango;0.712
4307005;Erechim;0.776
2304277;Ererê;0.61
2900504;Érico Cardoso;0.584
4205191;Ermo;0.726
4307054;Ernestina;0.716
4307203;Erval Grande;0.681
3124005;Ervália;0.625
4307302;Erval Seco;0.685
4205209;Erval Velho;0.723
2605202;Escada;0.632
4307401;Esmeralda;0.68
3124104;Esmeraldas;0.671
3124203;Espera Feliz;0.663
2506004;Esperança;0.623
4307450;Esperança do Sul;0.661
4107520;Esperança Nova;0.689
1707405;Esperantina;0.57
2203701;Esperantina;0.605
2104008;Esperantinópolis;0.586
4107546;Espigão Alto do Iguaçu;0.636
1100098;Espigão D'Oeste;0.672
3124302;Espinosa;0.627
2403509;Espírito Santo;0.558
3124401;Espírito Santo do Dourado;0.685
3515186;Espírito Santo do Pinhal;0.787
3515194;Espírito Santo do Turvo;0.696
2910602;Esplanada;0.589
4307500;Espumoso;0.765
4307559;Estação;0.753
2802106;Estância;0.647
4307609;Estância Velha;0.757
4307708;Esteio;0.754
3124500;Estiva;0.691
3557303;Estiva Gerbi;0.74
2104057;Estreito;0.659
4307807;Estrela;0.767
3124609;Estrela Dalva;0.71
2702553;Estrela de Alagoas;0.534
3515202;Estrela D'Oeste;0.76
3124708;Estrela do Indaiá;0.676
3515301;Estrela do Norte;0.74
5207501;Estrela do Norte;0.707
3124807;Estrela do Sul;0.696
4307815;Estrela Velha;0.679
2910701;Euclides da Cunha;0.567
3515350;Euclides da Cunha Paulista;0.704
4307831;Eugênio de Castro;0.712
3124906;Eugenópolis;0.675
2910727;Eunápolis;0.677
2304285;Eusébio;0.701
3125002;Ewbank da Câmara;0.676
3125101;Extrema;0.732
2403608;Extremoz;0.66
2605301;Exu;0.576
2506103;Fagundes;0.56
4307864;Fagundes Varela;0.763
5207535;Faina;0.65
3125200;Fama;0.717
3125309;Faria Lemos;0.687
2304301;Farias Brito;0.633
1503002;Faro;0.563
4107553;Farol;0.715
4307906;Farroupilha;0.777
3515400;Fartura;0.732
2203750;Fartura do Piauí;0.548
1707553;Fátima;0.697
2910750;Fátima;0.559
5003801;Fátima do Sul;0.714
4107603;Faxinal;0.687
4205308;Faxinal dos Guedes;0.758
4308003;Faxinal do Soturno;0.72
4308052;Faxinalzinho;0.666
5207600;Fazenda Nova;0.685
4107652;Fazenda Rio Grande;0.72
4308078;Fazenda Vilanova;0.698
1200302;Feijó;0.539
2910776;Feira da Mata;0.588
2910800;Feira de Santana;0.712
2702603;Feira Grande;0.533
2605400;Feira Nova;0.6
2802205;Feira Nova;0.584
2104073;Feira Nova do Maranhão;0.532
3125408;Felício dos Santos;0.606
2403707;Felipe Guerra;0.636
3125606;Felisburgo;0.583
3125705;Felixlândia;0.648
4308102;Feliz;0.75
2702702;Feliz Deserto;0.565
5103700;Feliz Natal;0.692
4107702;Fênix;0.716
4107736;Fernandes Pinheiro;0.645
3125804;Fernandes Tourinho;0.646
2605459;Fernando de Noronha;0.788
2104081;Fernando Falcão;0.443
2403756;Fernando Pedroza;0.597
3515509;Fernandópolis;0.797
3515608;Fernando Prestes;0.758
3515657;Fernão;0.703
3515707;Ferraz de Vasconcelos;0.738
1600238;Ferreira Gomes;0.656
2605509;Ferreiros;0.622
3125903;Ferros;0.603
3125952;Fervedouro;0.58
